activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,1205617,[],CHEMBL815867,Effective concentration for thrombopoietin luciferase activity was determined in BAF-3 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1[nH]n(-c2ccccc2[N+](=O)[O-])c(=O)c1/N=N/c1c(O)cc(S(=O)(=O)O)c2ccccc12,,,CHEMBL1134668,J. Med. Chem.,2001,"{'bei': '10.86', 'le': '0.21', 'lle': '1.20', 'sei': '2.83'}",CHEMBL3144836,,CHEMBL3144836,5.10,0,http://www.openphacts.org/units/Nanomolar,234730,=,1,1,=,,EC50,nM,,8000.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,8.0
,1205619,[],CHEMBL815867,Effective concentration for thrombopoietin luciferase activity was determined in BAF-3 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,CC(C)(C)c1ccc(-n2[nH]c(N)c(/N=N/c3c(O)cc(S(=O)(=O)O)c4ccccc34)c2=O)cc1,,,CHEMBL1134668,J. Med. Chem.,2001,"{'bei': '11.01', 'le': '0.21', 'lle': '0.73', 'sei': '3.25'}",CHEMBL3144675,,CHEMBL3144675,5.30,0,http://www.openphacts.org/units/Nanomolar,234709,=,1,1,=,,EC50,nM,,5000.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,5.0
,1208157,[],CHEMBL815867,Effective concentration for thrombopoietin luciferase activity was determined in BAF-3 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1[nH]n(-c2cccc(Cl)c2)c(=O)c1/N=N/c1c(O)cc(S(=O)(=O)O)c2ccccc12,,,CHEMBL1134668,J. Med. Chem.,2001,"{'bei': '12.42', 'le': '0.25', 'lle': '1.05', 'sei': '4.16'}",CHEMBL3144787,,CHEMBL3144787,5.70,0,http://www.openphacts.org/units/Nanomolar,234732,=,1,1,=,,EC50,nM,,2000.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,2.0
,1209386,[],CHEMBL815867,Effective concentration for thrombopoietin luciferase activity was determined in BAF-3 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1ccc(-n2[nH]c(C(C)(C)C)c(/N=N/c3c(O)cc(S(=O)(=O)O)c4ccccc34)c2=O)cc1C,,,CHEMBL1134668,J. Med. Chem.,2001,"{'bei': '13.19', 'le': '0.25', 'lle': '0.92', 'sei': '4.76'}",CHEMBL3144670,,CHEMBL3144670,6.52,0,http://www.openphacts.org/units/Nanomolar,234715,=,1,1,=,,EC50,nM,,300.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,0.3
,1210685,[],CHEMBL815867,Effective concentration for thrombopoietin luciferase activity was determined in BAF-3 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1[nH]n(-c2cccc([N+](=O)[O-])c2)c(=O)c1/N=N/c1c(O)cc(S(=O)(=O)O)c2ccccc12,,,CHEMBL1134668,J. Med. Chem.,2001,"{'bei': '13.90', 'le': '0.27', 'lle': '2.62', 'sei': '3.62'}",CHEMBL3144781,,CHEMBL3144781,6.52,0,http://www.openphacts.org/units/Nanomolar,234729,=,1,1,=,,EC50,nM,,300.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,0.3
,1210687,[],CHEMBL815867,Effective concentration for thrombopoietin luciferase activity was determined in BAF-3 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1[nH]n(-c2ccccc2)c(=O)c1/N=N/c1c(O)cc(C(=O)O)c2ccccc12,,,CHEMBL1134668,J. Med. Chem.,2001,"{'bei': '13.65', 'le': '0.25', 'lle': '0.85', 'sei': '4.42'}",CHEMBL3144668,,CHEMBL3144668,5.30,0,http://www.openphacts.org/units/Nanomolar,234708,=,1,1,=,,EC50,nM,,5000.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,5.0
,1212134,[],CHEMBL815867,Effective concentration for thrombopoietin luciferase activity was determined in BAF-3 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1[nH]n(-c2ccccc2)c(=O)c1/N=N/c1c(O)cc(S(=O)(=O)O)c2ccccc12,,,CHEMBL1134668,J. Med. Chem.,2001,"{'bei': '13.43', 'le': '0.26', 'lle': '1.71', 'sei': '4.16'}",CHEMBL3144663,,CHEMBL3144663,5.70,0,http://www.openphacts.org/units/Nanomolar,234686,=,1,1,=,,EC50,nM,,2000.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,2.0
,1212136,[],CHEMBL815867,Effective concentration for thrombopoietin luciferase activity was determined in BAF-3 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1[nH]n(-c2ccc(Cl)c(Cl)c2)c(=O)c1/N=N/c1c(O)cc(S(=O)(=O)O)c2ccccc12,,,CHEMBL1134668,J. Med. Chem.,2001,"{'bei': '13.58', 'le': '0.29', 'lle': '1.40', 'sei': '4.89'}",CHEMBL3144664,,CHEMBL3144664,6.70,0,http://www.openphacts.org/units/Nanomolar,234694,=,1,1,=,,EC50,nM,,200.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,0.2
,1213354,[],CHEMBL815867,Effective concentration for thrombopoietin luciferase activity was determined in BAF-3 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1[nH]n(-c2cccc(C(F)(F)F)c2)c(=O)c1/N=N/c1c(O)cc(S(=O)(=O)O)c2ccccc12,,,CHEMBL1134668,J. Med. Chem.,2001,"{'bei': '15.02', 'le': '0.30', 'lle': '2.39', 'sei': '5.40'}",CHEMBL3144844,,CHEMBL3144844,7.40,0,http://www.openphacts.org/units/Nanomolar,234699,=,1,1,=,,EC50,nM,,40.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,0.04
,1214588,[],CHEMBL815867,Effective concentration for thrombopoietin luciferase activity was determined in BAF-3 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,O=S(=O)(O)c1cc(O)c(/N=N/c2c(O)cc(O)c3ccccc23)c2ccccc12,,,CHEMBL1134668,J. Med. Chem.,2001,"{'bei': '12.92', 'le': '0.25', 'lle': '0.53', 'sei': '3.79'}",CHEMBL445374,,CHEMBL445374,5.30,0,http://www.openphacts.org/units/Nanomolar,234737,=,1,1,=,,EC50,nM,,5000.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,5.0
,1214590,[],CHEMBL815867,Effective concentration for thrombopoietin luciferase activity was determined in BAF-3 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,O=C(O)c1cc2ccccc2c(/N=N/c2c(O)cc(S(=O)(=O)O)c3ccccc23)c1O,,,CHEMBL1134668,J. Med. Chem.,2001,"{'bei': '11.40', 'le': '0.22', 'lle': '0.24', 'sei': '3.19'}",CHEMBL331220,,CHEMBL331220,5.00,0,http://www.openphacts.org/units/Nanomolar,234679,=,1,1,=,,EC50,nM,,10000.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,10.0
,1217171,[],CHEMBL815867,Effective concentration for thrombopoietin luciferase activity was determined in BAF-3 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,O=S(=O)(O)c1cc(O)c(/N=N/c2c(O)ccc3ccccc23)c2ccccc12,,,CHEMBL1134668,J. Med. Chem.,2001,"{'bei': '16.98', 'le': '0.33', 'lle': '1.63', 'sei': '5.60'}",CHEMBL124855,,CHEMBL124855,6.70,0,http://www.openphacts.org/units/Nanomolar,234675,=,1,1,=,,EC50,nM,,200.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,0.2
,1217173,[],CHEMBL815867,Effective concentration for thrombopoietin luciferase activity was determined in BAF-3 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,COc1ccc2ccc(O)c(/N=N/c3c(O)cc(S(=O)(=O)O)c4ccccc34)c2c1,,,CHEMBL1134668,J. Med. Chem.,2001,"{'bei': '15.37', 'le': '0.30', 'lle': '1.45', 'sei': '5.07'}",CHEMBL123373,,CHEMBL123373,6.52,0,http://www.openphacts.org/units/Nanomolar,234680,=,1,1,=,,EC50,nM,,300.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,0.3
,1217177,[],CHEMBL815867,Effective concentration for thrombopoietin luciferase activity was determined in BAF-3 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1[nH]n(-c2ccc(I)cc2)c(=O)c1/N=N/c1c(O)cc(S(=O)(=O)O)c2ccccc12,,,CHEMBL1134668,J. Med. Chem.,2001,"{'bei': '11.85', 'le': '0.29', 'lle': '1.92', 'sei': '4.76'}",CHEMBL3144662,,CHEMBL3144662,6.52,0,http://www.openphacts.org/units/Nanomolar,234696,=,1,1,=,,EC50,nM,,300.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,0.3
,1218624,[],CHEMBL815867,Effective concentration for thrombopoietin luciferase activity was determined in BAF-3 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1ccc(-n2[nH]c(C)c(/N=N/c3c(O)cc(S(=O)(=O)O)c4ccccc34)c2=O)cc1C,,,CHEMBL1134668,J. Med. Chem.,2001,"{'bei': '16.35', 'le': '0.32', 'lle': '2.79', 'sei': '5.40'}",CHEMBL3144661,,CHEMBL3144661,7.40,0,http://www.openphacts.org/units/Nanomolar,234727,=,1,1,=,,EC50,nM,,40.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,0.04
,1220048,[],CHEMBL815867,Effective concentration for thrombopoietin luciferase activity was determined in BAF-3 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1ccc(-n2[nH]c(C)c(/N=N/c3c(O)cc(S(=O)(=O)O)c4ccccc34)c2=O)cc1,,,CHEMBL1134668,J. Med. Chem.,2001,"{'bei': '13.00', 'le': '0.25', 'lle': '1.40', 'sei': '4.16'}",CHEMBL3144852,,CHEMBL3144852,5.70,0,http://www.openphacts.org/units/Nanomolar,234700,=,1,1,=,,EC50,nM,,2000.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,2.0
,1221250,[],CHEMBL815867,Effective concentration for thrombopoietin luciferase activity was determined in BAF-3 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1[nH]n(Cc2ccccc2)c(=O)c1/N=N/c1c(O)cc(S(=O)(=O)O)c2ccccc12,,,CHEMBL1134668,J. Med. Chem.,2001,,CHEMBL3144669,,CHEMBL3144669,,0,http://www.openphacts.org/units/Nanomolar,234735,>,1,1,>,,EC50,nM,,30000.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,30.0
,1221253,[],CHEMBL815867,Effective concentration for thrombopoietin luciferase activity was determined in BAF-3 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,CC(C)(C)OC(=O)c1[nH]n(-c2ccc(C(C)(C)C)cc2)c(=O)c1/N=N/c1c(O)cc(S(=O)(=O)O)c2ccccc12,,,CHEMBL1134668,J. Med. Chem.,2001,"{'bei': '11.82', 'le': '0.23', 'lle': '0.76', 'sei': '4.10'}",CHEMBL3144680,,CHEMBL3144680,6.70,0,http://www.openphacts.org/units/Nanomolar,234711,=,1,1,=,,EC50,nM,,200.0,CHEMBL1864,Homo sapiens,Thrombopoietin receptor,9606,,,EC50,uM,UO_0000065,,0.2
